Payment Number,Payment Number Prefix,Payment Number Suffix,VendorPayment ID,Date,Vendor Name,Location ID,Location Name,Mode,Description,Exchange Rate,Currency Code,Amount,Paid Through,Reference Number,PIPayment ID,Bill Date,Bill Number,Bill Amount,Payment Status,Bank Charges
143,,143,5623409000001942969,2026-03-12,dealio4you,5623409000000090078,Head Office,Credit Card,,1.000000000000,USD,449.990,Petty Cash,,5623409000001942978,2026-03-12,10-14353-08228,449.990,Paid,0.000
144,,144,5623409000001943089,2026-03-16,goodwillsocalshop,5623409000000090078,Head Office,Credit Card,,1.000000000000,USD,27.490,Petty Cash,,5623409000001943098,2026-03-16,25-14353-81322,27.490,Paid,0.000
145,,145,5623409000001943199,2026-03-11,baby_abreu,5623409000000090078,Head Office,Credit Card,,1.000000000000,USD,62.000,Petty Cash,,5623409000001943208,2026-03-11,16-14343-34590,62.000,Paid,0.000
146,,146,5623409000001943405,2026-03-11,adeyler,5623409000000090078,Head Office,Credit Card,,1.000000000000,USD,350.080,Petty Cash,,5623409000001943414,2026-03-11,02-14365-09152,350.080,Paid,0.000
147,,147,5623409000001943525,2026-03-09,kingmariegreer,5623409000000090078,Head Office,Credit Card,,1.000000000000,USD,85.000,Petty Cash,,5623409000001943534,2026-03-09,10-14340-95233,85.000,Paid,0.000
148,,148,5623409000001943631,2026-03-27,Amazon.com,5623409000000090078,Head Office,Credit Card,,1.000000000000,USD,398.000,Petty Cash,,5623409000001943640,2026-03-27,112-9009353-5009025,398.000,Paid,0.000
149,,149,5623409000001943732,2026-03-30,Goodwill,5623409000000090078,Head Office,Credit Card,,1.000000000000,USD,39.000,Petty Cash,,5623409000001943741,2026-03-30,61342322,39.000,Paid,0.000
150,,150,5623409000001943898,2026-03-30,Goodwill,5623409000000090078,Head Office,Credit Card,,1.000000000000,USD,30.420,Petty Cash,,5623409000001943907,2026-03-30,61342201,30.420,Paid,0.000
151,,151,5623409000001943973,2026-03-15,ralphselectronics1,5623409000000090078,Head Office,Credit Card,,1.000000000000,USD,59.990,Petty Cash,,5623409000001943982,2026-03-15,18-14358-68527,59.990,Paid,0.000
152,,152,5623409000001945109,2026-03-05,nadhir-us,5623409000000090078,Head Office,Credit Card,,1.000000000000,USD,124.990,Petty Cash,,5623409000001945118,2026-03-05,13-14319-35557,124.990,Paid,0.000
153,,153,5623409000001945253,2026-03-04,coditrans08,5623409000000090078,Head Office,Credit Card,,1.000000000000,USD,57.000,Petty Cash,,5623409000001945262,2026-03-04,12-14316-25880,57.000,Paid,0.000
154,,154,5623409000001934344,2026-03-31,Goodwill,5623409000000090078,Head Office,Credit Card,,1.000000000000,USD,31.010,Petty Cash,,5623409000001934353,2026-03-31,61099487,31.010,Paid,0.000
155,,155,5623409000001934522,2026-03-19,Goodwill,5623409000000090078,Head Office,Credit Card,,1.000000000000,USD,121.760,Petty Cash,,5623409000001934531,2026-03-19,61148808,121.760,Paid,0.000
156,,156,5623409000001934605,2026-03-15,Goodwill,5623409000000090078,Head Office,Credit Card,,1.000000000000,USD,40.050,Petty Cash,,5623409000001934614,2026-03-15,61013012,40.050,Paid,0.000
157,,157,5623409000001934688,2026-03-24,secondhandstandard,5623409000000090078,Head Office,Cash,,1.000000000000,USD,60.450,Petty Cash,,5623409000001934697,2026-03-24,11-14389-48517,60.450,Paid,0.000
158,,158,5623409000001934765,2026-03-31,Goodwill,5623409000000090078,Head Office,Credit Card,,1.000000000000,USD,33.870,Petty Cash,,5623409000001934774,2026-03-31,61123192,33.870,Paid,0.000
159,,159,5623409000001934881,2026-03-10,Goodwill,5623409000000090078,Head Office,Credit Card,,1.000000000000,USD,35.240,Petty Cash,,5623409000001934890,2026-03-10,61075824,35.240,Paid,0.000
160,,160,5623409000001934966,2026-03-23,Goodwill,5623409000000090078,Head Office,Credit Card,,1.000000000000,USD,45.420,Petty Cash,,5623409000001934975,2026-03-23,61373371,45.420,Paid,0.000
161,,161,5623409000001948130,2026-03-22,Goodwill,5623409000000090078,Head Office,Credit Card,,1.000000000000,USD,38.740,Petty Cash,,5623409000001948139,2026-03-22,61370702,38.740,Paid,0.000
163,,163,5623409000001948412,2026-03-30,all_smiles7,5623409000000090078,Head Office,Credit Card,,1.000000000000,USD,80.740,Petty Cash,,5623409000001948421,2026-03-31,24-14431-51319,80.740,Paid,0.000
164,,164,5623409000001961346,2026-03-31,simply speaker2,5623409000000090078,Head Office,Credit Card,,1.000000000000,USD,158.400,Goods In Transit,,5623409000001961355,2026-03-31,AB-300181,158.400,Paid,0.000
165,,165,5623409000001961380,2026-03-27,Goodwill South Central California,5623409000000090078,Head Office,Credit Card,,1.000000000000,USD,80.850,Petty Cash,,5623409000001961389,2026-03-27,61476527,80.850,Paid,0.000
166,,166,5623409000001961565,2026-03-31,passat-3,5623409000000090078,Head Office,Credit Card,,1.000000000000,USD,54.950,Petty Cash,,5623409000001961574,2026-03-31,04-14448-90270,54.950,Paid,0.000
167,,167,5623409000001962103,2026-03-17,yesiprado,5623409000000090078,Head Office,Credit Card,,1.000000000000,USD,85.000,Goods In Transit,,5623409000001962112,2026-03-17,16-14368-83763,85.000,Paid,0.000
168,,168,5623409000001962211,2026-03-16,nataliiazvir,5623409000000090078,Head Office,Credit Card,,1.000000000000,USD,79.330,Goods In Transit,,5623409000001962220,2026-03-16,14-14369-42529,79.330,Paid,0.000
169,,169,5623409000001962319,2026-03-18,pineaj9,5623409000000090078,Head Office,Credit Card,,1.000000000000,USD,79.000,Goods In Transit,,5623409000001962328,2026-03-18,24-14376-56161,79.000,Paid,0.000
170,,170,5623409000001962438,2026-03-18,redroverva,5623409000000090078,Head Office,Credit Card,,1.000000000000,USD,75.000,Goods In Transit,,5623409000001962447,2026-03-18,20-14366-22621,75.000,Paid,0.000
171,,171,5623409000001962544,2026-03-18,tallyoungbloo0,5623409000000090078,Head Office,Credit Card,,1.000000000000,USD,368.000,Goods In Transit,,5623409000001962553,2026-03-18,04-14388-86629,368.000,Paid,0.000
172,,172,5623409000001962660,2026-03-25,storage_hanter_2609,5623409000000090078,Head Office,Credit Card,,1.000000000000,USD,12.380,Petty Cash,,5623409000001962669,2026-03-25,14-14409-09139,12.380,Paid,0.000
174,,174,5623409000001967111,2026-03-27,Goodwill,5623409000000090078,Head Office,Credit Card,,1.000000000000,USD,27.740,Goods In Transit,,5623409000001967120,2026-03-27,61475134,27.740,Paid,0.000
175,,175,5623409000001967424,2026-03-06,Goodwill of Orange County,5623409000000090078,Head Office,Credit Card,,1.000000000000,USD,23.500,Goods In Transit,60968032,5623409000001967433,2026-03-06,60968032,23.500,Paid,0.000
176,,176,5623409000001967521,2026-03-26,Goodwill,5623409000000090078,Head Office,Credit Card,,1.000000000000,USD,63.000,Goods In Transit,,5623409000001967530,2026-03-26,61446911,63.000,Paid,0.000
177,,177,5623409000001971172,2026-03-23,Goodwill,5623409000000090078,Head Office,Credit Card,,1.000000000000,USD,30.140,Goods In Transit,,5623409000001971181,2026-03-23,61359862,30.140,Paid,0.000
178,,178,5623409000001971277,2026-03-17,jmoe_usa,5623409000000090078,Head Office,Credit Card,,1.000000000000,USD,79.990,Petty Cash,,5623409000001971286,2026-03-17,06-14383-43649,79.990,Paid,0.000
180,,180,5623409000001971393,2026-03-26,disanta-9,5623409000000090078,Head Office,Credit Card,,1.000000000000,USD,80.770,Petty Cash,,5623409000001971402,2026-03-16,14-14368-44281,80.770,Paid,0.000
181,,181,5623409000001972333,2026-02-03,ebattles,5623409000000090078,Head Office,Credit Card,,1.000000000000,USD,61.230,Goods In Transit,07-14192-99904,5623409000001972342,2026-02-03,07-14192-99904,61.230,Paid,0.000
182,,182,5623409000001972483,2026-02-27,soundream,5623409000000090078,Head Office,Credit Card,,1.000000000000,USD,270.000,Goods In Transit,24-14288-90865,5623409000001972492,2026-02-27,24-14288-90865,270.000,Paid,0.000
183,,183,5623409000001972649,2026-02-11,jtxseller,5623409000000090078,Head Office,Credit Card,,1.000000000000,USD,75.000,Goods In Transit,12-14221-11142,5623409000001972658,2026-02-11,12-14221-11142,75.000,Paid,0.000
