Item Name,SKU,Sales Description,Selling Price,Is Returnable Item,Brand,Manufacturer,UPC,EAN,ISBN,Part Number,Product Type,Sales Account,Unit,Purchase Description,Purchase Price,Item Type,Purchase Account,Inventory Account,Reorder Level,Preferred Vendor,Opening Stock,Opening Stock Value,Package Weight,Package Length,Package Width,Package Height,Weight unit,Dimension unit,Warehouse Name
Bose UTS-20 Universal Table Stand,00064,Bose UTS-20 Universal Table Stand,,False,,,,,,,goods,Sales,pcs,Bose UTS-20 Universal Table Stand,,Inventory,Cost of Goods Sold,Inventory Asset,,,,,,,,,kg,cm,
Bose UTS-20 Universal Table Stand,00064-SV,Bose UTS-20 Universal Table Stand,,False,,,,,,,goods,Sales,pcs,Bose UTS-20 Universal Table Stand,,Inventory,Cost of Goods Sold,Inventory Asset,,,,,,,,,kg,cm,
Bose UTS-20 Universal Table Stand Black,00064-BK,Bose UTS-20 Universal Table Stand Black,,False,,,,,,,goods,Sales,pcs,Bose UTS-20 Universal Table Stand Black,,Inventory,Cost of Goods Sold,Inventory Asset,,,,,,,,,kg,cm,
Bose Wave Radio III,00065,Bose Wave Radio III,,False,,,,,,,goods,Sales,pcs,Bose Wave Radio III,,Inventory,Cost of Goods Sold,Inventory Asset,,,,,,,,,kg,cm,
Bose Wave Radio III Grey,00065-GY,Bose Wave Radio III Grey,,False,,,,,,,goods,Sales,pcs,Bose Wave Radio III Grey,,Inventory,Cost of Goods Sold,Inventory Asset,,,,,,,,,kg,cm,
Bose Wave Radio III White,00065-WH,Bose Wave Radio III White,,False,,,,,,,goods,Sales,pcs,Bose Wave Radio III White,,Inventory,Cost of Goods Sold,Inventory Asset,,,,,,,,,kg,cm,
Bose Wave Music System III,00066,Bose Wave Music System III,,False,,,,,,,goods,Sales,pcs,Bose Wave Music System III,,Inventory,Cost of Goods Sold,Inventory Asset,,,,,,,,,kg,cm,
Bose Wave Music System III Graphite,00066-GR,Bose Wave Music System III Graphite,,False,,,,,,,goods,Sales,pcs,Bose Wave Music System III Graphite,,Inventory,Cost of Goods Sold,Inventory Asset,,,,,,,,,kg,cm,
Bose Wave Music System III,00066-RD,Bose Wave Music System III,,False,,,,,,,goods,Sales,pcs,Bose Wave Music System III,,Inventory,Cost of Goods Sold,Inventory Asset,,,,,,,,,kg,cm,
Bose Wave Music System III - Remote Control Graphite,00066-P-1-GR,Bose Wave Music System III - Remote Control Graphite,,False,,,,,,,goods,Sales,pcs,Bose Wave Music System III - Remote Control Graphite,,Inventory,Cost of Goods Sold,Inventory Asset,,,,,,,,,kg,cm,
Bose Wave Music System III - Remote Control,00066-P-1,Bose Wave Music System III - Remote Control,,False,,,,,,,goods,Sales,pcs,Bose Wave Music System III - Remote Control,,Inventory,Cost of Goods Sold,Inventory Asset,,,,,,,,,kg,cm,
Bose Wave Music System III - Backlit Remote Control,00066-P-2,Bose Wave Music System III - Backlit Remote Control,,False,,,,,,,goods,Sales,pcs,Bose Wave Music System III - Backlit Remote Control,,Inventory,Cost of Goods Sold,Inventory Asset,,,,,,,,,kg,cm,
Bose Wave Music System III - Display Lens/Screen Cover,00066-P-3,Bose Wave Music System III - Display Lens/Screen Cover,,False,,,,,,,goods,Sales,pcs,Bose Wave Music System III - Display Lens/Screen Cover,,Inventory,Cost of Goods Sold,Inventory Asset,,,,,,,,,kg,cm,
Bose Wave Music System III - Main Motherboard Circuit Board,00066-P-4,Bose Wave Music System III - Main Motherboard Circuit Board,,False,,,,,,,goods,Sales,pcs,Bose Wave Music System III - Main Motherboard Circuit Board,,Inventory,Cost of Goods Sold,Inventory Asset,,,,,,,,,kg,cm,
Bose Wave Radio/CD Player,00067,Bose Wave Radio/CD Player,,False,,,,,,,goods,Sales,pcs,Bose Wave Radio/CD Player,,Inventory,Cost of Goods Sold,Inventory Asset,,,,,,,,,kg,cm,
Bose Wave Radio/CD Player White,00067-WH,Bose Wave Radio/CD Player White,,False,,,,,,,goods,Sales,pcs,Bose Wave Radio/CD Player White,,Inventory,Cost of Goods Sold,Inventory Asset,,,,,,,,,kg,cm,
Bose Wave Radio/CD Player - Laser Lens,00067-P-1,Bose Wave Radio/CD Player - Laser Lens,,False,,,,,,,goods,Sales,pcs,Bose Wave Radio/CD Player - Laser Lens,,Inventory,Cost of Goods Sold,Inventory Asset,,,,,,,,,kg,cm,
Bose Wave Radio/CD Player - Power Cord White,00067-P-2-WH,Bose Wave Radio/CD Player - Power Cord White,,False,,,,,,,goods,Sales,pcs,Bose Wave Radio/CD Player - Power Cord White,,Inventory,Cost of Goods Sold,Inventory Asset,,,,,,,,,kg,cm,
Bose Wave Radio/CD Player - Power Cord,00067-P-2,Bose Wave Radio/CD Player - Power Cord,,False,,,,,,,goods,Sales,pcs,Bose Wave Radio/CD Player - Power Cord,,Inventory,Cost of Goods Sold,Inventory Asset,,,,,,,,,kg,cm,
Guitar Hero III Legends of Rock,00068,Guitar Hero III Legends of Rock,,False,,,,,,,goods,Sales,pcs,Guitar Hero III Legends of Rock,,Inventory,Cost of Goods Sold,Inventory Asset,,,,,,,,,kg,cm,
Bose Solo TV Sound System,00069,Bose Solo TV Sound System,,False,,,,,,,goods,Sales,pcs,Bose Solo TV Sound System,,Inventory,Cost of Goods Sold,Inventory Asset,,,,,,,,,kg,cm,
Bose Solo TV Sound System - PCBA,00069-P-1,Bose Solo TV Sound System - PCBA,,False,,,,,,,goods,Sales,pcs,Bose Solo TV Sound System - PCBA,,Inventory,Cost of Goods Sold,Inventory Asset,,,,,,,,,kg,cm,
Bose Solo TV Sound System - Main PCB Assembly,00069-P-2,Bose Solo TV Sound System - Main PCB Assembly,,False,,,,,,,goods,Sales,pcs,Bose Solo TV Sound System - Main PCB Assembly,,Inventory,Cost of Goods Sold,Inventory Asset,,,,,,,,,kg,cm,
Bose Acoustimass Direct/Reflecting Speaker,00070,Bose Acoustimass Direct/Reflecting Speaker,,False,,,,,,,goods,Sales,pcs,Bose Acoustimass Direct/Reflecting Speaker,,Inventory,Cost of Goods Sold,Inventory Asset,,,,,,,,,kg,cm,
Bose Acoustimass Horizontal Cube Center Channel Speaker,00071,Bose Acoustimass Horizontal Cube Center Channel Speaker,,False,,,,,,,goods,Sales,pcs,Bose Acoustimass Horizontal Cube Center Channel Speaker,,Inventory,Cost of Goods Sold,Inventory Asset,,,,,,,,,kg,cm,
Bose Acoustimass Horizontal Cube Center Channel Speaker Black,00071-BK,Bose Acoustimass Horizontal Cube Center Channel Speaker Black,,False,,,,,,,goods,Sales,pcs,Bose Acoustimass Horizontal Cube Center Channel Speaker Black,,Inventory,Cost of Goods Sold,Inventory Asset,,,,,,,,,kg,cm,
Bose Companion 2 Series III Multimedia Speakers,00072,Bose Companion 2 Series III Multimedia Speakers,,False,,,,,,,goods,Sales,pcs,Bose Companion 2 Series III Multimedia Speakers,,Inventory,Cost of Goods Sold,Inventory Asset,,,,,,,,,kg,cm,
Bose Companion 2 Series III Multimedia Speakers Black,00072-BK,Bose Companion 2 Series III Multimedia Speakers Black,,False,,,,,,,goods,Sales,pcs,Bose Companion 2 Series III Multimedia Speakers Black,,Inventory,Cost of Goods Sold,Inventory Asset,,,,,,,,,kg,cm,
Bose Lifestyle Audio System,00073,Bose Lifestyle Audio System,,False,,,,,,,goods,Sales,pcs,Bose Lifestyle Audio System,,Inventory,Cost of Goods Sold,Inventory Asset,,,,,,,,,kg,cm,
Bose Lifestyle Audio System - Media Center Cable,00073-P-1,Bose Lifestyle Audio System - Media Center Cable,,False,,,,,,,goods,Sales,pcs,Bose Lifestyle Audio System - Media Center Cable,,Inventory,Cost of Goods Sold,Inventory Asset,,,,,,,,,kg,cm,
Bose Lifestyle 5 Music Center,00074,Bose Lifestyle 5 Music Center,,False,,,,,,,goods,Sales,pcs,Bose Lifestyle 5 Music Center,,Inventory,Cost of Goods Sold,Inventory Asset,,,,,,,,,kg,cm,
Bose SoundTouch 30 Wi-Fi Music System,00075,Bose SoundTouch 30 Wi-Fi Music System,,False,,,,,,,goods,Sales,pcs,Bose SoundTouch 30 Wi-Fi Music System,,Inventory,Cost of Goods Sold,Inventory Asset,,,,,,,,,kg,cm,
Bose SoundTouch Wi-Fi Music System,00076,Bose SoundTouch Wi-Fi Music System,,False,,,,,,,goods,Sales,pcs,Bose SoundTouch Wi-Fi Music System,,Inventory,Cost of Goods Sold,Inventory Asset,,,,,,,,,kg,cm,
Bose SoundTouch SA-4 Amplifier,00077,Bose SoundTouch SA-4 Amplifier,,False,,,,,,,goods,Sales,pcs,Bose SoundTouch SA-4 Amplifier,,Inventory,Cost of Goods Sold,Inventory Asset,,,,,,,,,kg,cm,
Bose SoundTouch SA-4 Amplifier Black,00077-BK,Bose SoundTouch SA-4 Amplifier Black,,False,,,,,,,goods,Sales,pcs,Bose SoundTouch SA-4 Amplifier Black,,Inventory,Cost of Goods Sold,Inventory Asset,,,,,,,,,kg,cm,
Bose SoundLink Bluetooth Speaker III,00078,Bose SoundLink Bluetooth Speaker III,,False,,,,,,,goods,Sales,pcs,Bose SoundLink Bluetooth Speaker III,,Inventory,Cost of Goods Sold,Inventory Asset,,,,,,,,,kg,cm,
Bose SoundLink Bluetooth Mobile Speaker II,00079,Bose SoundLink Bluetooth Mobile Speaker II,,False,,,,,,,goods,Sales,pcs,Bose SoundLink Bluetooth Mobile Speaker II,,Inventory,Cost of Goods Sold,Inventory Asset,,,,,,,,,kg,cm,
Bose CineMate 15 Home Theater Speaker System,00080,Bose CineMate 15 Home Theater Speaker System,,False,,,,,,,goods,Sales,pcs,Bose CineMate 15 Home Theater Speaker System,,Inventory,Cost of Goods Sold,Inventory Asset,,,,,,,,,kg,cm,
Bose CineMate 15 Home Theater Speaker System Black,00080-BK,Bose CineMate 15 Home Theater Speaker System Black,,False,,,,,,,goods,Sales,pcs,Bose CineMate 15 Home Theater Speaker System Black,,Inventory,Cost of Goods Sold,Inventory Asset,,,,,,,,,kg,cm,
Bose CineMate 15 Home Theater Speaker System - Remote Control,00080-P-1,Bose CineMate 15 Home Theater Speaker System - Remote Control,,False,,,,,,,goods,Sales,pcs,Bose CineMate 15 Home Theater Speaker System - Remote Control,,Inventory,Cost of Goods Sold,Inventory Asset,,,,,,,,,kg,cm,
Bose Solo 15 TV Sound System,00081,Bose Solo 15 TV Sound System,,False,,,,,,,goods,Sales,pcs,Bose Solo 15 TV Sound System,,Inventory,Cost of Goods Sold,Inventory Asset,,,,,,,,,kg,cm,
Bose Solo 15 TV Sound System Black,00081-BK,Bose Solo 15 TV Sound System Black,,False,,,,,,,goods,Sales,pcs,Bose Solo 15 TV Sound System Black,,Inventory,Cost of Goods Sold,Inventory Asset,,,,,,,,,kg,cm,
Bose Solo 15 TV Sound System - Remote Control New,00081-P-1-N,Bose Solo 15 TV Sound System - Remote Control New,,False,,,,,,,goods,Sales,pcs,Bose Solo 15 TV Sound System - Remote Control New,,Inventory,Cost of Goods Sold,Inventory Asset,,,,,,,,,kg,cm,
Bose SoundDock XT,00082,Bose SoundDock XT,,False,,,,,,,goods,Sales,pcs,Bose SoundDock XT,,Inventory,Cost of Goods Sold,Inventory Asset,,,,,,,,,kg,cm,
Bose SoundDock XT White,00082-WH,Bose SoundDock XT White,,False,,,,,,,goods,Sales,pcs,Bose SoundDock XT White,,Inventory,Cost of Goods Sold,Inventory Asset,,,,,,,,,kg,cm,
Bose SoundDock XT Grey,00082-GY,Bose SoundDock XT Grey,,False,,,,,,,goods,Sales,pcs,Bose SoundDock XT Grey,,Inventory,Cost of Goods Sold,Inventory Asset,,,,,,,,,kg,cm,
Bose CineMate 520 Home Theater System,00083,Bose CineMate 520 Home Theater System,,False,,,,,,,goods,Sales,pcs,Bose CineMate 520 Home Theater System,,Inventory,Cost of Goods Sold,Inventory Asset,,,,,,,,,kg,cm,
Bose CineMate 520 Home Theater System - Control Console for SoundTouch Used,00083-P-1-U,Bose CineMate 520 Home Theater System - Control Console for SoundTouch Used,,False,,,,,,,goods,Sales,pcs,Bose CineMate 520 Home Theater System - Control Console for SoundTouch Used,,Inventory,Cost of Goods Sold,Inventory Asset,,,,,,,,,kg,cm,
Bose CineMate 520 Home Theater System - Control Console for SoundTouch New,00083-P-1-N,Bose CineMate 520 Home Theater System - Control Console for SoundTouch New,,False,,,,,,,goods,Sales,pcs,Bose CineMate 520 Home Theater System - Control Console for SoundTouch New,,Inventory,Cost of Goods Sold,Inventory Asset,,,,,,,,,kg,cm,
Bose CineMate 520 Home Theater System - Wall Mount Bracket,00083-P-2,Bose CineMate 520 Home Theater System - Wall Mount Bracket,,False,,,,,,,goods,Sales,pcs,Bose CineMate 520 Home Theater System - Wall Mount Bracket,,Inventory,Cost of Goods Sold,Inventory Asset,,,,,,,,,kg,cm,
Bose CineMate 520 Home Theater System - Table Stand,00083-P-3,Bose CineMate 520 Home Theater System - Table Stand,,False,,,,,,,goods,Sales,pcs,Bose CineMate 520 Home Theater System - Table Stand,,Inventory,Cost of Goods Sold,Inventory Asset,,,,,,,,,kg,cm,
Bose CineMate 520 Home Theater System - WiFi Bluetooth SoundTouch Adapter,00083-P-4,Bose CineMate 520 Home Theater System - WiFi Bluetooth SoundTouch Adapter,,False,,,,,,,goods,Sales,pcs,Bose CineMate 520 Home Theater System - WiFi Bluetooth SoundTouch Adapter,,Inventory,Cost of Goods Sold,Inventory Asset,,,,,,,,,kg,cm,
Bose CineMate 130 Home Theater System,00084,Bose CineMate 130 Home Theater System,,False,,,,,,,goods,Sales,pcs,Bose CineMate 130 Home Theater System,,Inventory,Cost of Goods Sold,Inventory Asset,,,,,,,,,kg,cm,
Bose Lifestyle 535 Series III Home Entertainment System,00085,Bose Lifestyle 535 Series III Home Entertainment System,,False,,,,,,,goods,Sales,pcs,Bose Lifestyle 535 Series III Home Entertainment System,,Inventory,Cost of Goods Sold,Inventory Asset,,,,,,,,,kg,cm,
Bose Lifestyle 535 Series III Home Entertainment System Black,00085-BK,Bose Lifestyle 535 Series III Home Entertainment System Black,,False,,,,,,,goods,Sales,pcs,Bose Lifestyle 535 Series III Home Entertainment System Black,,Inventory,Cost of Goods Sold,Inventory Asset,,,,,,,,,kg,cm,
Bose RC-PWS II Universal Remote Control,00086,Bose RC-PWS II Universal Remote Control,,False,,,,,,,goods,Sales,pcs,Bose RC-PWS II Universal Remote Control,,Inventory,Cost of Goods Sold,Inventory Asset,,,,,,,,,kg,cm,
Bose RC-PWS II Universal Remote Control Black,00086-BK,Bose RC-PWS II Universal Remote Control Black,,False,,,,,,,goods,Sales,pcs,Bose RC-PWS II Universal Remote Control Black,,Inventory,Cost of Goods Sold,Inventory Asset,,,,,,,,,kg,cm,
Bose TA-3 Home Theater Amplifier,00087,Bose TA-3 Home Theater Amplifier,,False,,,,,,,goods,Sales,pcs,Bose TA-3 Home Theater Amplifier,,Inventory,Cost of Goods Sold,Inventory Asset,,,,,,,,,kg,cm,
Bose Lifestyle Home Entertainment System,00088,Bose Lifestyle Home Entertainment System,,False,,,,,,,goods,Sales,pcs,Bose Lifestyle Home Entertainment System,,Inventory,Cost of Goods Sold,Inventory Asset,,,,,,,,,kg,cm,
Bose Lifestyle Home Entertainment System - Remote Control,00088-P-1,Bose Lifestyle Home Entertainment System - Remote Control,,False,,,,,,,goods,Sales,pcs,Bose Lifestyle Home Entertainment System - Remote Control,,Inventory,Cost of Goods Sold,Inventory Asset,,,,,,,,,kg,cm,
Bose Lifestyle Home Entertainment System - Power Adapter,00088-P-2,Bose Lifestyle Home Entertainment System - Power Adapter,,False,,,,,,,goods,Sales,pcs,Bose Lifestyle Home Entertainment System - Power Adapter,,Inventory,Cost of Goods Sold,Inventory Asset,,,,,,,,,kg,cm,
Bose Lifestyle Home Entertainment System - Wall Mount Bracket Black,00088-P-3-BK,Bose Lifestyle Home Entertainment System - Wall Mount Bracket Black,,False,,,,,,,goods,Sales,pcs,Bose Lifestyle Home Entertainment System - Wall Mount Bracket Black,,Inventory,Cost of Goods Sold,Inventory Asset,,,,,,,,,kg,cm,
Bose Lifestyle Home Entertainment System - 8 Wall Mount Brackets - Satellite Speaker Black,00088-P-4-BK,Bose Lifestyle Home Entertainment System - 8 Wall Mount Brackets - Satellite Speaker Black,,False,,,,,,,goods,Sales,pcs,Bose Lifestyle Home Entertainment System - 8 Wall Mount Brackets - Satellite Speaker Black,,Inventory,Cost of Goods Sold,Inventory Asset,,,,,,,,,kg,cm,
Bose Lifestyle Home Entertainment System - Wall Mount Brackets - Satellite Speaker,00088-P-5-SV,Bose Lifestyle Home Entertainment System - Wall Mount Brackets - Satellite Speaker,,False,,,,,,,goods,Sales,pcs,Bose Lifestyle Home Entertainment System - Wall Mount Brackets - Satellite Speaker,,Inventory,Cost of Goods Sold,Inventory Asset,,,,,,,,,kg,cm,
Bose Bluetooth Audio Adapter,00089,Bose Bluetooth Audio Adapter,,False,,,,,,,goods,Sales,pcs,Bose Bluetooth Audio Adapter,,Inventory,Cost of Goods Sold,Inventory Asset,,,,,,,,,kg,cm,
Bose Bluetooth Audio Adapter - Bluetooth Audio Adapter,00089-P-1,Bose Bluetooth Audio Adapter - Bluetooth Audio Adapter,,False,,,,,,,goods,Sales,pcs,Bose Bluetooth Audio Adapter - Bluetooth Audio Adapter,,Inventory,Cost of Goods Sold,Inventory Asset,,,,,,,,,kg,cm,
Bose WB-120 Wall-Mount Kit,00090,Bose WB-120 Wall-Mount Kit,,False,,,,,,,goods,Sales,pcs,Bose WB-120 Wall-Mount Kit,,Inventory,Cost of Goods Sold,Inventory Asset,,,,,,,,,kg,cm,
Bose WB-120 Wall-Mount Kit - Wall-Mount Kit Black,00090-P-1-BK,Bose WB-120 Wall-Mount Kit - Wall-Mount Kit Black,,False,,,,,,,goods,Sales,pcs,Bose WB-120 Wall-Mount Kit - Wall-Mount Kit Black,,Inventory,Cost of Goods Sold,Inventory Asset,,,,,,,,,kg,cm,
Bose SoundTouch Wireless Adapter,00091,Bose SoundTouch Wireless Adapter,,False,,,,,,,goods,Sales,pcs,Bose SoundTouch Wireless Adapter,,Inventory,Cost of Goods Sold,Inventory Asset,,,,,,,,,kg,cm,
Bose SoundTouch Wireless Adapter - Wireless Adapter,00091-P-1,Bose SoundTouch Wireless Adapter - Wireless Adapter,,False,,,,,,,goods,Sales,pcs,Bose SoundTouch Wireless Adapter - Wireless Adapter,,Inventory,Cost of Goods Sold,Inventory Asset,,,,,,,,,kg,cm,
Bose SoundTouch Wireless Adapter - SoundTouch Wireless Adapter,00091-P-2,Bose SoundTouch Wireless Adapter - SoundTouch Wireless Adapter,,False,,,,,,,goods,Sales,pcs,Bose SoundTouch Wireless Adapter - SoundTouch Wireless Adapter,,Inventory,Cost of Goods Sold,Inventory Asset,,,,,,,,,kg,cm,
Bose UFS-20 Series II Universal Floor Stands,00092,Bose UFS-20 Series II Universal Floor Stands,,False,,,,,,,goods,Sales,pcs,Bose UFS-20 Series II Universal Floor Stands,,Inventory,Cost of Goods Sold,Inventory Asset,,,,,,,,,kg,cm,
Bose Acoustimass 6 Series V Home Theater Speaker System,00093,Bose Acoustimass 6 Series V Home Theater Speaker System,,False,,,,,,,goods,Sales,pcs,Bose Acoustimass 6 Series V Home Theater Speaker System,,Inventory,Cost of Goods Sold,Inventory Asset,,,,,,,,,kg,cm,
Bose Acoustimass 6 Series V Home Theater Speaker System Black,00093-BK,Bose Acoustimass 6 Series V Home Theater Speaker System Black,,False,,,,,,,goods,Sales,pcs,Bose Acoustimass 6 Series V Home Theater Speaker System Black,,Inventory,Cost of Goods Sold,Inventory Asset,,,,,,,,,kg,cm,
Bose Acoustimass 6 Series V Home Theater Speaker System Black Used,00093-BK-U,Bose Acoustimass 6 Series V Home Theater Speaker System Black Used,,False,,,,,,,goods,Sales,pcs,Bose Acoustimass 6 Series V Home Theater Speaker System Black Used,,Inventory,Cost of Goods Sold,Inventory Asset,,,,,,,,,kg,cm,
Bose Acoustimass 10 Series V Home Theater Speaker System,00094,Bose Acoustimass 10 Series V Home Theater Speaker System,,False,,,,,,,goods,Sales,pcs,Bose Acoustimass 10 Series V Home Theater Speaker System,,Inventory,Cost of Goods Sold,Inventory Asset,,,,,,,,,kg,cm,
Bose Acoustimass 10 Series V Home Theater Speaker System Black,00094-BK,Bose Acoustimass 10 Series V Home Theater Speaker System Black,,False,,,,,,,goods,Sales,pcs,Bose Acoustimass 10 Series V Home Theater Speaker System Black,,Inventory,Cost of Goods Sold,Inventory Asset,,,,,,,,,kg,cm,
Bose Acoustimass 10 Series V Home Theater Speaker System - Wall Mount Bracket,00094-P-1-SV,Bose Acoustimass 10 Series V Home Theater Speaker System - Wall Mount Bracket,,False,,,,,,,goods,Sales,pcs,Bose Acoustimass 10 Series V Home Theater Speaker System - Wall Mount Bracket,,Inventory,Cost of Goods Sold,Inventory Asset,,,,,,,,,kg,cm,
Guitar Hero Live,00095,Guitar Hero Live,,False,,,,,,,goods,Sales,pcs,Guitar Hero Live,,Inventory,Cost of Goods Sold,Inventory Asset,,,,,,,,,kg,cm,
Bose CineMate 10 Home Theater Speaker System,00096,Bose CineMate 10 Home Theater Speaker System,,False,,,,,,,goods,Sales,pcs,Bose CineMate 10 Home Theater Speaker System,,Inventory,Cost of Goods Sold,Inventory Asset,,,,,,,,,kg,cm,
Bose SoundDock 10,00097,Bose SoundDock 10,,False,,,,,,,goods,Sales,pcs,Bose SoundDock 10,,Inventory,Cost of Goods Sold,Inventory Asset,,,,,,,,,kg,cm,
Bose SoundDock 10 - Remote Control,00097-P-1,Bose SoundDock 10 - Remote Control,,False,,,,,,,goods,Sales,pcs,Bose SoundDock 10 - Remote Control,,Inventory,Cost of Goods Sold,Inventory Asset,,,,,,,,,kg,cm,
Bose SoundDock 10 - Circuit Board,00097-P-2,Bose SoundDock 10 - Circuit Board,,False,,,,,,,goods,Sales,pcs,Bose SoundDock 10 - Circuit Board,,Inventory,Cost of Goods Sold,Inventory Asset,,,,,,,,,kg,cm,
Bose SoundDock 10 - Circuit Board with Bluetooth Adapter,00097-P-3,Bose SoundDock 10 - Circuit Board with Bluetooth Adapter,,False,,,,,,,goods,Sales,pcs,Bose SoundDock 10 - Circuit Board with Bluetooth Adapter,,Inventory,Cost of Goods Sold,Inventory Asset,,,,,,,,,kg,cm,
Bose Travel Bag for SoundDock Portable,00098,Bose Travel Bag for SoundDock Portable,,False,,,,,,,goods,Sales,pcs,Bose Travel Bag for SoundDock Portable,,Inventory,Cost of Goods Sold,Inventory Asset,,,,,,,,,kg,cm,
Bose SoundDock Digital Music System,00099,Bose SoundDock Digital Music System,,False,,,,,,,goods,Sales,pcs,Bose SoundDock Digital Music System,,Inventory,Cost of Goods Sold,Inventory Asset,,,,,,,,,kg,cm,
Bose SoundDock Digital Music System White,00099-WH,Bose SoundDock Digital Music System White,,False,,,,,,,goods,Sales,pcs,Bose SoundDock Digital Music System White,,Inventory,Cost of Goods Sold,Inventory Asset,,,,,,,,,kg,cm,
Dura Micro DM5133U AC Power Supply Adapter,00100,Dura Micro DM5133U AC Power Supply Adapter,,False,,,,,,,goods,Sales,pcs,Dura Micro DM5133U AC Power Supply Adapter,,Inventory,Cost of Goods Sold,Inventory Asset,,,,,,,,,kg,cm,
Dura Micro DM5133U AC Power Supply Adapter - Power Adapter,00100-P-1,Dura Micro DM5133U AC Power Supply Adapter - Power Adapter,,False,,,,,,,goods,Sales,pcs,Dura Micro DM5133U AC Power Supply Adapter - Power Adapter,,Inventory,Cost of Goods Sold,Inventory Asset,,,,,,,,,kg,cm,
Bose RC38T1-27 Remote Control,00101,Bose RC38T1-27 Remote Control,,False,,,,,,,goods,Sales,pcs,Bose RC38T1-27 Remote Control,,Inventory,Cost of Goods Sold,Inventory Asset,,,,,,,,,kg,cm,
Bose RC38T1-27 Remote Control New,00101-N,Bose RC38T1-27 Remote Control New,,False,,,,,,,goods,Sales,pcs,Bose RC38T1-27 Remote Control New,,Inventory,Cost of Goods Sold,Inventory Asset,,,,,,,,,kg,cm,
Bose SoundTouch 10 Wireless Speaker,00102,Bose SoundTouch 10 Wireless Speaker,,False,,,,,,,goods,Sales,pcs,Bose SoundTouch 10 Wireless Speaker,,Inventory,Cost of Goods Sold,Inventory Asset,,,,,,,,,kg,cm,
Bose SoundTouch 10 Wireless Speaker White,00102-WH,Bose SoundTouch 10 Wireless Speaker White,,False,,,,,,,goods,Sales,pcs,Bose SoundTouch 10 Wireless Speaker White,,Inventory,Cost of Goods Sold,Inventory Asset,,,,,,,,,kg,cm,
Bose SoundTouch 10 Wireless Speaker Black,00102-BK,Bose SoundTouch 10 Wireless Speaker Black,,False,,,,,,,goods,Sales,pcs,Bose SoundTouch 10 Wireless Speaker Black,,Inventory,Cost of Goods Sold,Inventory Asset,,,,,,,,,kg,cm,
Bose Lifestyle SoundTouch 135 Entertainment System,00103,Bose Lifestyle SoundTouch 135 Entertainment System,,False,,,,,,,goods,Sales,pcs,Bose Lifestyle SoundTouch 135 Entertainment System,,Inventory,Cost of Goods Sold,Inventory Asset,,,,,,,,,kg,cm,
Bose Lifestyle SoundTouch 135 Entertainment System - Wall Mount Bracket - Soundbar,00103-P-1,Bose Lifestyle SoundTouch 135 Entertainment System - Wall Mount Bracket - Soundbar,,False,,,,,,,goods,Sales,pcs,Bose Lifestyle SoundTouch 135 Entertainment System - Wall Mount Bracket - Soundbar,,Inventory,Cost of Goods Sold,Inventory Asset,,,,,,,,,kg,cm,
Bose Lifestyle SoundTouch 525 Entertainment System,00104,Bose Lifestyle SoundTouch 525 Entertainment System,,False,,,,,,,goods,Sales,pcs,Bose Lifestyle SoundTouch 525 Entertainment System,,Inventory,Cost of Goods Sold,Inventory Asset,,,,,,,,,kg,cm,
Bose 120 Home Theater System,00105,Bose 120 Home Theater System,,False,,,,,,,goods,Sales,pcs,Bose 120 Home Theater System,,Inventory,Cost of Goods Sold,Inventory Asset,,,,,,,,,kg,cm,
Bose 120 Home Theater System Black,00105-BK,Bose 120 Home Theater System Black,,False,,,,,,,goods,Sales,pcs,Bose 120 Home Theater System Black,,Inventory,Cost of Goods Sold,Inventory Asset,,,,,,,,,kg,cm,
Bose Wave Music System IV,00106,Bose Wave Music System IV,,False,,,,,,,goods,Sales,pcs,Bose Wave Music System IV,,Inventory,Cost of Goods Sold,Inventory Asset,,,,,,,,,kg,cm,
Bose Wave Music System IV,00106-SV,Bose Wave Music System IV,,False,,,,,,,goods,Sales,pcs,Bose Wave Music System IV,,Inventory,Cost of Goods Sold,Inventory Asset,,,,,,,,,kg,cm,
Bose Wave Music System IV Black,00106-BK,Bose Wave Music System IV Black,,False,,,,,,,goods,Sales,pcs,Bose Wave Music System IV Black,,Inventory,Cost of Goods Sold,Inventory Asset,,,,,,,,,kg,cm,
Bose Wave Music System IV Black Used,00106-BK-U,Bose Wave Music System IV Black Used,,False,,,,,,,goods,Sales,pcs,Bose Wave Music System IV Black Used,,Inventory,Cost of Goods Sold,Inventory Asset,,,,,,,,,kg,cm,
Bose Wave Music System IV - SoundTouch Pedestal Black,00106-P-1-BK,Bose Wave Music System IV - SoundTouch Pedestal Black,,False,,,,,,,goods,Sales,pcs,Bose Wave Music System IV - SoundTouch Pedestal Black,,Inventory,Cost of Goods Sold,Inventory Asset,,,,,,,,,kg,cm,
Bose Wave Music System IV - SoundTouch Pedestal,00106-P-1-SV,Bose Wave Music System IV - SoundTouch Pedestal,,False,,,,,,,goods,Sales,pcs,Bose Wave Music System IV - SoundTouch Pedestal,,Inventory,Cost of Goods Sold,Inventory Asset,,,,,,,,,kg,cm,
Bose Wave Music System IV - SoundTouch Pedestal,00106-P-1,Bose Wave Music System IV - SoundTouch Pedestal,,False,,,,,,,goods,Sales,pcs,Bose Wave Music System IV - SoundTouch Pedestal,,Inventory,Cost of Goods Sold,Inventory Asset,,,,,,,,,kg,cm,
