Item Name,SKU,Sales Description,Selling Price,Is Returnable Item,Brand,Manufacturer,UPC,EAN,ISBN,Part Number,Product Type,Sales Account,Unit,Purchase Description,Purchase Price,Item Type,Purchase Account,Inventory Account,Reorder Level,Preferred Vendor,Opening Stock,Opening Stock Value,Package Weight,Package Length,Package Width,Package Height,Weight unit,Dimension unit,Warehouse Name
Bose SoundLink Mini II Special Edition,00266,Bose SoundLink Mini II Special Edition,,False,,,,,,,goods,Sales,pcs,Bose SoundLink Mini II Special Edition,,Inventory,Cost of Goods Sold,Inventory Asset,,,,,,,,,kg,cm,
Bose SoundLink Mini II Special Edition Black,00266-BK,Bose SoundLink Mini II Special Edition Black,,False,,,,,,,goods,Sales,pcs,Bose SoundLink Mini II Special Edition Black,,Inventory,Cost of Goods Sold,Inventory Asset,,,,,,,,,kg,cm,
Bose Soundlink USB Key Bluetooth Audio Transmitter,00267,Bose Soundlink USB Key Bluetooth Audio Transmitter,,False,,,,,,,goods,Sales,pcs,Bose Soundlink USB Key Bluetooth Audio Transmitter,,Inventory,Cost of Goods Sold,Inventory Asset,,,,,,,,,kg,cm,
Bose Soundlink USB Key Bluetooth Audio Transmitter - USB Key Bluetooth Audio Transmitter Adapter,00267-P-1,Bose Soundlink USB Key Bluetooth Audio Transmitter - USB Key Bluetooth Audio Transmitter Adapter,,False,,,,,,,goods,Sales,pcs,Bose Soundlink USB Key Bluetooth Audio Transmitter - USB Key Bluetooth Audio Transmitter Adapter,,Inventory,Cost of Goods Sold,Inventory Asset,,,,,,,,,kg,cm,
Bose Soundlink USB Key Bluetooth Audio Transmitter - USB Key Bluetooth Audio Transmitter,00267-P-2,Bose Soundlink USB Key Bluetooth Audio Transmitter - USB Key Bluetooth Audio Transmitter,,False,,,,,,,goods,Sales,pcs,Bose Soundlink USB Key Bluetooth Audio Transmitter - USB Key Bluetooth Audio Transmitter,,Inventory,Cost of Goods Sold,Inventory Asset,,,,,,,,,kg,cm,
Bose SoundTouch 30 Series III Wireless Speaker,00268,Bose SoundTouch 30 Series III Wireless Speaker,,False,,,,,,,goods,Sales,pcs,Bose SoundTouch 30 Series III Wireless Speaker,,Inventory,Cost of Goods Sold,Inventory Asset,,,,,,,,,kg,cm,
Bose SoundTouch 30 Series III Wireless Speaker New,00268-N,Bose SoundTouch 30 Series III Wireless Speaker New,,False,,,,,,,goods,Sales,pcs,Bose SoundTouch 30 Series III Wireless Speaker New,,Inventory,Cost of Goods Sold,Inventory Asset,,,,,,,,,kg,cm,
Bose Soundtouch Controller,00269,Bose Soundtouch Controller,,False,,,,,,,goods,Sales,pcs,Bose Soundtouch Controller,,Inventory,Cost of Goods Sold,Inventory Asset,,,,,,,,,kg,cm,
Bose Soundtouch Controller - Remote Control,00269-P-1,Bose Soundtouch Controller - Remote Control,,False,,,,,,,goods,Sales,pcs,Bose Soundtouch Controller - Remote Control,,Inventory,Cost of Goods Sold,Inventory Asset,,,,,,,,,kg,cm,
Bose Speaker Driver,00270,Bose Speaker Driver,,False,,,,,,,goods,Sales,pcs,Bose Speaker Driver,,Inventory,Cost of Goods Sold,Inventory Asset,,,,,,,,,kg,cm,
Bose Speaker Driver - Speaker Driver,00270-P-1,Bose Speaker Driver - Speaker Driver,,False,,,,,,,goods,Sales,pcs,Bose Speaker Driver - Speaker Driver,,Inventory,Cost of Goods Sold,Inventory Asset,,,,,,,,,kg,cm,
Bose Speaker Wire,00271,Bose Speaker Wire,,False,,,,,,,goods,Sales,pcs,Bose Speaker Wire,,Inventory,Cost of Goods Sold,Inventory Asset,,,,,,,,,kg,cm,
Bose Speaker Wire - Speaker Wire Black,00271-P-1-BK,Bose Speaker Wire - Speaker Wire Black,,False,,,,,,,goods,Sales,pcs,Bose Speaker Wire - Speaker Wire Black,,Inventory,Cost of Goods Sold,Inventory Asset,,,,,,,,,kg,cm,
Bose Surround Speakers 700,00272,Bose Surround Speakers 700,,False,,,,,,,goods,Sales,pcs,Bose Surround Speakers 700,,Inventory,Cost of Goods Sold,Inventory Asset,,,,,,,,,kg,cm,
Bose Surround Speakers 700 Black Used,00272-BK-U,Bose Surround Speakers 700 Black Used,,False,,,,,,,goods,Sales,pcs,Bose Surround Speakers 700 Black Used,,Inventory,Cost of Goods Sold,Inventory Asset,,,,,,,,,kg,cm,
Bose UB-20 Series II Wall/Ceiling Mount,00273,Bose UB-20 Series II Wall/Ceiling Mount,,False,,,,,,,goods,Sales,pcs,Bose UB-20 Series II Wall/Ceiling Mount,,Inventory,Cost of Goods Sold,Inventory Asset,,,,,,,,,kg,cm,
Bose UB-20 Series II Wall/Ceiling Mount - Wall/Ceiling Mount Black,00273-P-1-BK,Bose UB-20 Series II Wall/Ceiling Mount - Wall/Ceiling Mount Black,,False,,,,,,,goods,Sales,pcs,Bose UB-20 Series II Wall/Ceiling Mount - Wall/Ceiling Mount Black,,Inventory,Cost of Goods Sold,Inventory Asset,,,,,,,,,kg,cm,
Bose UB-20 Series II Wall/Ceiling Mount - Wall/Ceiling Mount White,00273-P-1-WH,Bose UB-20 Series II Wall/Ceiling Mount - Wall/Ceiling Mount White,,False,,,,,,,goods,Sales,pcs,Bose UB-20 Series II Wall/Ceiling Mount - Wall/Ceiling Mount White,,Inventory,Cost of Goods Sold,Inventory Asset,,,,,,,,,kg,cm,
Bose Virtually Invisible 300 Speaker,00274,Bose Virtually Invisible 300 Speaker,,False,,,,,,,goods,Sales,pcs,Bose Virtually Invisible 300 Speaker,,Inventory,Cost of Goods Sold,Inventory Asset,,,,,,,,,kg,cm,
Bose Virtually Invisible 300 Speaker - Mounting Bracket Adapter,00274-P-1,Bose Virtually Invisible 300 Speaker - Mounting Bracket Adapter,,False,,,,,,,goods,Sales,pcs,Bose Virtually Invisible 300 Speaker - Mounting Bracket Adapter,,Inventory,Cost of Goods Sold,Inventory Asset,,,,,,,,,kg,cm,
Bose Virtually Invisible 300 Speaker - Wall bracket White,00274-P-2-WH,Bose Virtually Invisible 300 Speaker - Wall bracket White,,False,,,,,,,goods,Sales,pcs,Bose Virtually Invisible 300 Speaker - Wall bracket White,,Inventory,Cost of Goods Sold,Inventory Asset,,,,,,,,,kg,cm,
Bose Virtually Invisible 300 Speaker - Wall bracket,00274-P-2,Bose Virtually Invisible 300 Speaker - Wall bracket,,False,,,,,,,goods,Sales,pcs,Bose Virtually Invisible 300 Speaker - Wall bracket,,Inventory,Cost of Goods Sold,Inventory Asset,,,,,,,,,kg,cm,
Bose V35 Console,00275,Bose V35 Console,,False,,,,,,,goods,Sales,pcs,Bose V35 Console,,Inventory,Cost of Goods Sold,Inventory Asset,,,,,,,,,kg,cm,
Bose V35 Console - Console Upgrade Kit,00275-P-1,Bose V35 Console - Console Upgrade Kit,,False,,,,,,,goods,Sales,pcs,Bose V35 Console - Console Upgrade Kit,,Inventory,Cost of Goods Sold,Inventory Asset,,,,,,,,,kg,cm,
Bose Lifestyle VS-2 Video Enhancer,00276,Bose Lifestyle VS-2 Video Enhancer,,False,,,,,,,goods,Sales,pcs,Bose Lifestyle VS-2 Video Enhancer,,Inventory,Cost of Goods Sold,Inventory Asset,,,,,,,,,kg,cm,
Bose Lifestyle VS-2 Video Enhancer - Software Update DVD,00276-P-1,Bose Lifestyle VS-2 Video Enhancer - Software Update DVD,,False,,,,,,,goods,Sales,pcs,Bose Lifestyle VS-2 Video Enhancer - Software Update DVD,,Inventory,Cost of Goods Sold,Inventory Asset,,,,,,,,,kg,cm,
"Bose Cinemate 130, 1SR, LS135",00277,"Bose Cinemate 130, 1SR, LS135",,False,,,,,,,goods,Sales,pcs,"Bose Cinemate 130, 1SR, LS135",,Inventory,Cost of Goods Sold,Inventory Asset,,,,,,,,,kg,cm,
"Bose Cinemate 130, 1SR, LS135 - Wall Mount Brackets Black Used",00277-P-1-BK-U,"Bose Cinemate 130, 1SR, LS135 - Wall Mount Brackets Black Used",,False,,,,,,,goods,Sales,pcs,"Bose Cinemate 130, 1SR, LS135 - Wall Mount Brackets Black Used",,Inventory,Cost of Goods Sold,Inventory Asset,,,,,,,,,kg,cm,
Bose Wave Music System 417788-WMS,00278,Bose Wave Music System 417788-WMS,,False,,,,,,,goods,Sales,pcs,Bose Wave Music System 417788-WMS,,Inventory,Cost of Goods Sold,Inventory Asset,,,,,,,,,kg,cm,
Bose Wave Music System 417788-WMS - Remote Control,00278-P-1,Bose Wave Music System 417788-WMS - Remote Control,,False,,,,,,,goods,Sales,pcs,Bose Wave Music System 417788-WMS - Remote Control,,Inventory,Cost of Goods Sold,Inventory Asset,,,,,,,,,kg,cm,
Bose Wave Music System AWRCC1,00279,Bose Wave Music System AWRCC1,,False,,,,,,,goods,Sales,pcs,Bose Wave Music System AWRCC1,,Inventory,Cost of Goods Sold,Inventory Asset,,,,,,,,,kg,cm,
Bose Wave Music System AWRCC1 - Remote Control,00279-P-1,Bose Wave Music System AWRCC1 - Remote Control,,False,,,,,,,goods,Sales,pcs,Bose Wave Music System AWRCC1 - Remote Control,,Inventory,Cost of Goods Sold,Inventory Asset,,,,,,,,,kg,cm,
Bose Wave Music System AWRCC1 - Laser Lens,00279-P-2,Bose Wave Music System AWRCC1 - Laser Lens,,False,,,,,,,goods,Sales,pcs,Bose Wave Music System AWRCC1 - Laser Lens,,Inventory,Cost of Goods Sold,Inventory Asset,,,,,,,,,kg,cm,
Bose Wave Music System CD Player AM/FM Radio,00280,Bose Wave Music System CD Player AM/FM Radio,,False,,,,,,,goods,Sales,pcs,Bose Wave Music System CD Player AM/FM Radio,,Inventory,Cost of Goods Sold,Inventory Asset,,,,,,,,,kg,cm,
Bose Wave Music System CD Player AM/FM Radio Used,00280-SV-U,Bose Wave Music System CD Player AM/FM Radio Used,,False,,,,,,,goods,Sales,pcs,Bose Wave Music System CD Player AM/FM Radio Used,,Inventory,Cost of Goods Sold,Inventory Asset,,,,,,,,,kg,cm,
Bose Wave Music System AWRCC2,00281,Bose Wave Music System AWRCC2,,False,,,,,,,goods,Sales,pcs,Bose Wave Music System AWRCC2,,Inventory,Cost of Goods Sold,Inventory Asset,,,,,,,,,kg,cm,
Bose Wave Radio/CD AWRC-1G AWRC-1P,00282,Bose Wave Radio/CD AWRC-1G AWRC-1P,,False,,,,,,,goods,Sales,pcs,Bose Wave Radio/CD AWRC-1G AWRC-1P,,Inventory,Cost of Goods Sold,Inventory Asset,,,,,,,,,kg,cm,
Bose Wave Radio/CD AWRC-1G AWRC-1P - Power Transformer,00282-P-1,Bose Wave Radio/CD AWRC-1G AWRC-1P - Power Transformer,,False,,,,,,,goods,Sales,pcs,Bose Wave Radio/CD AWRC-1G AWRC-1P - Power Transformer,,Inventory,Cost of Goods Sold,Inventory Asset,,,,,,,,,kg,cm,
Bose Wave Radio/CD AWRC-1G AWRC-1P - Main Motherboard Circuit Board,00282-P-2,Bose Wave Radio/CD AWRC-1G AWRC-1P - Main Motherboard Circuit Board,,False,,,,,,,goods,Sales,pcs,Bose Wave Radio/CD AWRC-1G AWRC-1P - Main Motherboard Circuit Board,,Inventory,Cost of Goods Sold,Inventory Asset,,,,,,,,,kg,cm,
Bose Wave Radio/CD AWRC-1G AWRC-1P - Ribbon Cable,00282-P-3,Bose Wave Radio/CD AWRC-1G AWRC-1P - Ribbon Cable,,False,,,,,,,goods,Sales,pcs,Bose Wave Radio/CD AWRC-1G AWRC-1P - Ribbon Cable,,Inventory,Cost of Goods Sold,Inventory Asset,,,,,,,,,kg,cm,
Bose Wave Radio/CD AWRC-1G AWRC-1P - Laser Lens,00282-P-4,Bose Wave Radio/CD AWRC-1G AWRC-1P - Laser Lens,,False,,,,,,,goods,Sales,pcs,Bose Wave Radio/CD AWRC-1G AWRC-1P - Laser Lens,,Inventory,Cost of Goods Sold,Inventory Asset,,,,,,,,,kg,cm,
Bose Wave Radio/CD AWRC-1G AWRC-1P - Battery Cover,00282-P-5,Bose Wave Radio/CD AWRC-1G AWRC-1P - Battery Cover,,False,,,,,,,goods,Sales,pcs,Bose Wave Radio/CD AWRC-1G AWRC-1P - Battery Cover,,Inventory,Cost of Goods Sold,Inventory Asset,,,,,,,,,kg,cm,
Bose Wave Radio/CD AWRC-1G AWRC-1P - Repair Service,00282-P-6,Bose Wave Radio/CD AWRC-1G AWRC-1P - Repair Service,,False,,,,,,,goods,Sales,pcs,Bose Wave Radio/CD AWRC-1G AWRC-1P - Repair Service,,Inventory,Cost of Goods Sold,Inventory Asset,,,,,,,,,kg,cm,
Bose Wave Radio/CD AWRC-1G AWRC-1P - Speaker Driver,00282-P-7,Bose Wave Radio/CD AWRC-1G AWRC-1P - Speaker Driver,,False,,,,,,,goods,Sales,pcs,Bose Wave Radio/CD AWRC-1G AWRC-1P - Speaker Driver,,Inventory,Cost of Goods Sold,Inventory Asset,,,,,,,,,kg,cm,
Bose Wave Radio/CD AWRC-1G AWRC-1P - Speakers Assembly,00282-P-8,Bose Wave Radio/CD AWRC-1G AWRC-1P - Speakers Assembly,,False,,,,,,,goods,Sales,pcs,Bose Wave Radio/CD AWRC-1G AWRC-1P - Speakers Assembly,,Inventory,Cost of Goods Sold,Inventory Asset,,,,,,,,,kg,cm,
Bose Acoustic Wave Music System II,00283,Bose Acoustic Wave Music System II,,False,,,,,,,goods,Sales,pcs,Bose Acoustic Wave Music System II,,Inventory,Cost of Goods Sold,Inventory Asset,,,,,,,,,kg,cm,
Bose Acoustic Wave Music System II - Main Board,00283-P-1,Bose Acoustic Wave Music System II - Main Board,,False,,,,,,,goods,Sales,pcs,Bose Acoustic Wave Music System II - Main Board,,Inventory,Cost of Goods Sold,Inventory Asset,,,,,,,,,kg,cm,
Bose Acoustic Wave Music System II - Soundlink Adapter Update Disk,00283-P-2,Bose Acoustic Wave Music System II - Soundlink Adapter Update Disk,,False,,,,,,,goods,Sales,pcs,Bose Acoustic Wave Music System II - Soundlink Adapter Update Disk,,Inventory,Cost of Goods Sold,Inventory Asset,,,,,,,,,kg,cm,
Bose Wave SoundTouch Music System IV,00284,Bose Wave SoundTouch Music System IV,,False,,,,,,,goods,Sales,pcs,Bose Wave SoundTouch Music System IV,,Inventory,Cost of Goods Sold,Inventory Asset,,,,,,,,,kg,cm,
Bose Wave SoundTouch Music System IV Black New,00284-BK-N,Bose Wave SoundTouch Music System IV Black New,,False,,,,,,,goods,Sales,pcs,Bose Wave SoundTouch Music System IV Black New,,Inventory,Cost of Goods Sold,Inventory Asset,,,,,,,,,kg,cm,
Bose Wave SoundTouch Music System IV New,00284-N,Bose Wave SoundTouch Music System IV New,,False,,,,,,,goods,Sales,pcs,Bose Wave SoundTouch Music System IV New,,Inventory,Cost of Goods Sold,Inventory Asset,,,,,,,,,kg,cm,
Bose WB-135 Wall Mount Kit,00285,Bose WB-135 Wall Mount Kit,,False,,,,,,,goods,Sales,pcs,Bose WB-135 Wall Mount Kit,,Inventory,Cost of Goods Sold,Inventory Asset,,,,,,,,,kg,cm,
Bose WB-50 Series II Slideconnect Bracket,00286,Bose WB-50 Series II Slideconnect Bracket,,False,,,,,,,goods,Sales,pcs,Bose WB-50 Series II Slideconnect Bracket,,Inventory,Cost of Goods Sold,Inventory Asset,,,,,,,,,kg,cm,
Bose WB-50 Series II Slideconnect Bracket - Bracket Black,00286-P-1-BK,Bose WB-50 Series II Slideconnect Bracket - Bracket Black,,False,,,,,,,goods,Sales,pcs,Bose WB-50 Series II Slideconnect Bracket - Bracket Black,,Inventory,Cost of Goods Sold,Inventory Asset,,,,,,,,,kg,cm,
Bose SoundTouch Adapter,00287,Bose SoundTouch Adapter,,False,,,,,,,goods,Sales,pcs,Bose SoundTouch Adapter,,Inventory,Cost of Goods Sold,Inventory Asset,,,,,,,,,kg,cm,
Bose SoundTouch Adapter - WiFi Bluetooth SoundTouch Adapter,00287-P-1,Bose SoundTouch Adapter - WiFi Bluetooth SoundTouch Adapter,,False,,,,,,,goods,Sales,pcs,Bose SoundTouch Adapter - WiFi Bluetooth SoundTouch Adapter,,Inventory,Cost of Goods Sold,Inventory Asset,,,,,,,,,kg,cm,
Bose Cinemate 520/ Sountouch 520,00288,Bose Cinemate 520/ Sountouch 520,,False,,,,,,,goods,Sales,pcs,Bose Cinemate 520/ Sountouch 520,,Inventory,Cost of Goods Sold,Inventory Asset,,,,,,,,,kg,cm,
Bose Cinemate 520/ Sountouch 520 - Acoustimass Module,00288-P-1,Bose Cinemate 520/ Sountouch 520 - Acoustimass Module,,False,,,,,,,goods,Sales,pcs,Bose Cinemate 520/ Sountouch 520 - Acoustimass Module,,Inventory,Cost of Goods Sold,Inventory Asset,,,,,,,,,kg,cm,
Bose Wireless Surround Speakers,00289,Bose Wireless Surround Speakers,,False,,,,,,,goods,Sales,pcs,Bose Wireless Surround Speakers,,Inventory,Cost of Goods Sold,Inventory Asset,,,,,,,,,kg,cm,
Bose Wireless Surround Speakers White,00289-WH,Bose Wireless Surround Speakers White,,False,,,,,,,goods,Sales,pcs,Bose Wireless Surround Speakers White,,Inventory,Cost of Goods Sold,Inventory Asset,,,,,,,,,kg,cm,
Bose Wireless Surround Articulated Array Speakers,00290,Bose Wireless Surround Articulated Array Speakers,,False,,,,,,,goods,Sales,pcs,Bose Wireless Surround Articulated Array Speakers,,Inventory,Cost of Goods Sold,Inventory Asset,,,,,,,,,kg,cm,
Rock Band 4,00291,Rock Band 4,,False,,,,,,,goods,Sales,pcs,Rock Band 4,,Inventory,Cost of Goods Sold,Inventory Asset,,,,,,,,,kg,cm,
"Bose Lifestyle 18,28,35 Entertainment Systems",00292,"Bose Lifestyle 18,28,35 Entertainment Systems",,False,,,,,,,goods,Sales,pcs,"Bose Lifestyle 18,28,35 Entertainment Systems",,Inventory,Cost of Goods Sold,Inventory Asset,,,,,,,,,kg,cm,
"Bose Lifestyle 18,28,35 Entertainment Systems - Component Video Adapter",00292-P-1,"Bose Lifestyle 18,28,35 Entertainment Systems - Component Video Adapter",,False,,,,,,,goods,Sales,pcs,"Bose Lifestyle 18,28,35 Entertainment Systems - Component Video Adapter",,Inventory,Cost of Goods Sold,Inventory Asset,,,,,,,,,kg,cm,
Bose Lifestyle AV18 AV38 AV48 Media Center,00293,Bose Lifestyle AV18 AV38 AV48 Media Center,,False,,,,,,,goods,Sales,pcs,Bose Lifestyle AV18 AV38 AV48 Media Center,,Inventory,Cost of Goods Sold,Inventory Asset,,,,,,,,,kg,cm,
Bose Lifestyle AV18 AV38 AV48 Media Center - Component Video Adapter,00293-P-1,Bose Lifestyle AV18 AV38 AV48 Media Center - Component Video Adapter,,False,,,,,,,goods,Sales,pcs,Bose Lifestyle AV18 AV38 AV48 Media Center - Component Video Adapter,,Inventory,Cost of Goods Sold,Inventory Asset,,,,,,,,,kg,cm,
Denon AVR 1912,00294,Denon AVR 1912,,False,,,,,,,goods,Sales,pcs,Denon AVR 1912,,Inventory,Cost of Goods Sold,Inventory Asset,,,,,,,,,kg,cm,
Soundtouch Bluetooth Adapter,00295,Soundtouch Bluetooth Adapter,,False,,,,,,,goods,Sales,pcs,Soundtouch Bluetooth Adapter,,Inventory,Cost of Goods Sold,Inventory Asset,,,,,,,,,kg,cm,
Bose 33V 1.1A Power Adapter,00296,Bose 33V 1.1A Power Adapter,,False,,,,,,,goods,Sales,pcs,Bose 33V 1.1A Power Adapter,,Inventory,Cost of Goods Sold,Inventory Asset,,,,,,,,,kg,cm,
Bose 33V 1.1A Power Adapter - Power Adapter,00296-P-1,Bose 33V 1.1A Power Adapter - Power Adapter,,False,,,,,,,goods,Sales,pcs,Bose 33V 1.1A Power Adapter - Power Adapter,,Inventory,Cost of Goods Sold,Inventory Asset,,,,,,,,,kg,cm,
Apple Lightning to 30-pin Adapter,00297,Apple Lightning to 30-pin Adapter,,False,,,,,,,goods,Sales,pcs,Apple Lightning to 30-pin Adapter,,Inventory,Cost of Goods Sold,Inventory Asset,,,,,,,,,kg,cm,
Apple Lightning to 30-pin Adapter - Lightning to 30-pin Adapter,00297-P-1,Apple Lightning to 30-pin Adapter - Lightning to 30-pin Adapter,,False,,,,,,,goods,Sales,pcs,Apple Lightning to 30-pin Adapter - Lightning to 30-pin Adapter,,Inventory,Cost of Goods Sold,Inventory Asset,,,,,,,,,kg,cm,
Bose Soundlink Mini II,00298,Bose Soundlink Mini II,,False,,,,,,,goods,Sales,pcs,Bose Soundlink Mini II,,Inventory,Cost of Goods Sold,Inventory Asset,,,,,,,,,kg,cm,
Bose Soundlink Mini II - AC Adapter,00298-P-1,Bose Soundlink Mini II - AC Adapter,,False,,,,,,,goods,Sales,pcs,Bose Soundlink Mini II - AC Adapter,,Inventory,Cost of Goods Sold,Inventory Asset,,,,,,,,,kg,cm,
Bose 5 Inch Woofer Driver,00299,Bose 5 Inch Woofer Driver,,False,,,,,,,goods,Sales,pcs,Bose 5 Inch Woofer Driver,,Inventory,Cost of Goods Sold,Inventory Asset,,,,,,,,,kg,cm,
Bose 5 Inch Woofer Driver - Woofer Driver,00299-P-1,Bose 5 Inch Woofer Driver - Woofer Driver,,False,,,,,,,goods,Sales,pcs,Bose 5 Inch Woofer Driver - Woofer Driver,,Inventory,Cost of Goods Sold,Inventory Asset,,,,,,,,,kg,cm,
Bose Acoustimass 6 10 Series III,00300,Bose Acoustimass 6 10 Series III,,False,,,,,,,goods,Sales,pcs,Bose Acoustimass 6 10 Series III,,Inventory,Cost of Goods Sold,Inventory Asset,,,,,,,,,kg,cm,
Bose Acoustimass 6 10 Series III - Ceiling bracket,00300-P-1,Bose Acoustimass 6 10 Series III - Ceiling bracket,,False,,,,,,,goods,Sales,pcs,Bose Acoustimass 6 10 Series III - Ceiling bracket,,Inventory,Cost of Goods Sold,Inventory Asset,,,,,,,,,kg,cm,
Bose Digital Optical Audio Cable,00301,Bose Digital Optical Audio Cable,,False,,,,,,,goods,Sales,pcs,Bose Digital Optical Audio Cable,,Inventory,Cost of Goods Sold,Inventory Asset,,,,,,,,,kg,cm,
Bose Digital Optical Audio Cable - Optical Audio Cable,00301-P-1,Bose Digital Optical Audio Cable - Optical Audio Cable,,False,,,,,,,goods,Sales,pcs,Bose Digital Optical Audio Cable - Optical Audio Cable,,Inventory,Cost of Goods Sold,Inventory Asset,,,,,,,,,kg,cm,
Bose Optical Cable,00302,Bose Optical Cable,,False,,,,,,,goods,Sales,pcs,Bose Optical Cable,,Inventory,Cost of Goods Sold,Inventory Asset,,,,,,,,,kg,cm,
Bose Optical Cable - Optical Cable,00302-P-1,Bose Optical Cable - Optical Cable,,False,,,,,,,goods,Sales,pcs,Bose Optical Cable - Optical Cable,,Inventory,Cost of Goods Sold,Inventory Asset,,,,,,,,,kg,cm,
Bose Wave Radio/CD,00303,Bose Wave Radio/CD,,False,,,,,,,goods,Sales,pcs,Bose Wave Radio/CD,,Inventory,Cost of Goods Sold,Inventory Asset,,,,,,,,,kg,cm,
Bose Wave Radio/CD - Remote Control,00303-P-1,Bose Wave Radio/CD - Remote Control,,False,,,,,,,goods,Sales,pcs,Bose Wave Radio/CD - Remote Control,,Inventory,Cost of Goods Sold,Inventory Asset,,,,,,,,,kg,cm,
Bose Logo Decal,00304,Bose Logo Decal,,False,,,,,,,goods,Sales,pcs,Bose Logo Decal,,Inventory,Cost of Goods Sold,Inventory Asset,,,,,,,,,kg,cm,
Bose Logo Decal - Logo Decal,00304-P-1-SV,Bose Logo Decal - Logo Decal,,False,,,,,,,goods,Sales,pcs,Bose Logo Decal - Logo Decal,,Inventory,Cost of Goods Sold,Inventory Asset,,,,,,,,,kg,cm,
Bose Speaker,00305,Bose Speaker,,False,,,,,,,goods,Sales,pcs,Bose Speaker,,Inventory,Cost of Goods Sold,Inventory Asset,,,,,,,,,kg,cm,
Bose Speaker - Speaker Driver,00305-P-1,Bose Speaker - Speaker Driver,,False,,,,,,,goods,Sales,pcs,Bose Speaker - Speaker Driver,,Inventory,Cost of Goods Sold,Inventory Asset,,,,,,,,,kg,cm,
Bose Acoustimass 6 10 15 series II III IV V,00306,Bose Acoustimass 6 10 15 series II III IV V,,False,,,,,,,goods,Sales,pcs,Bose Acoustimass 6 10 15 series II III IV V,,Inventory,Cost of Goods Sold,Inventory Asset,,,,,,,,,kg,cm,
Bose Acoustimass 6 10 15 series II III IV V - Subwoofer Link Cable,00306-P-1,Bose Acoustimass 6 10 15 series II III IV V - Subwoofer Link Cable,,False,,,,,,,goods,Sales,pcs,Bose Acoustimass 6 10 15 series II III IV V - Subwoofer Link Cable,,Inventory,Cost of Goods Sold,Inventory Asset,,,,,,,,,kg,cm,
Bose Acoustimass 6 10 15 series II III IV V - Floor Stands Black,00306-P-2-BK,Bose Acoustimass 6 10 15 series II III IV V - Floor Stands Black,,False,,,,,,,goods,Sales,pcs,Bose Acoustimass 6 10 15 series II III IV V - Floor Stands Black,,Inventory,Cost of Goods Sold,Inventory Asset,,,,,,,,,kg,cm,
Bose Acoustimass 6 10 15 series II III IV V - Rear Speaker,00306-P-3,Bose Acoustimass 6 10 15 series II III IV V - Rear Speaker,,False,,,,,,,goods,Sales,pcs,Bose Acoustimass 6 10 15 series II III IV V - Rear Speaker,,Inventory,Cost of Goods Sold,Inventory Asset,,,,,,,,,kg,cm,
Bose Acoustimass 6 10 15 series II III IV V - 4 Subwoofer Rubber Feet,00306-P-4,Bose Acoustimass 6 10 15 series II III IV V - 4 Subwoofer Rubber Feet,,False,,,,,,,goods,Sales,pcs,Bose Acoustimass 6 10 15 series II III IV V - 4 Subwoofer Rubber Feet,,Inventory,Cost of Goods Sold,Inventory Asset,,,,,,,,,kg,cm,
Bose Acoustimass 6 10 15 series II III IV V - Rubber Feet,00306-P-5,Bose Acoustimass 6 10 15 series II III IV V - Rubber Feet,,False,,,,,,,goods,Sales,pcs,Bose Acoustimass 6 10 15 series II III IV V - Rubber Feet,,Inventory,Cost of Goods Sold,Inventory Asset,,,,,,,,,kg,cm,
Bose Acoustimass 6 10 15 series II III IV V - Wall Mount Bracket White,00306-P-6-WH,Bose Acoustimass 6 10 15 series II III IV V - Wall Mount Bracket White,,False,,,,,,,goods,Sales,pcs,Bose Acoustimass 6 10 15 series II III IV V - Wall Mount Bracket White,,Inventory,Cost of Goods Sold,Inventory Asset,,,,,,,,,kg,cm,
Bose Acoustimass 6 10 15 series II III IV V - 3 20' front speaker Speaker Cable,00306-P-7,Bose Acoustimass 6 10 15 series II III IV V - 3 20' front speaker Speaker Cable,,False,,,,,,,goods,Sales,pcs,Bose Acoustimass 6 10 15 series II III IV V - 3 20' front speaker Speaker Cable,,Inventory,Cost of Goods Sold,Inventory Asset,,,,,,,,,kg,cm,
Bose Acoustimass & Lifestyle,00307,Bose Acoustimass & Lifestyle,,False,,,,,,,goods,Sales,pcs,Bose Acoustimass & Lifestyle,,Inventory,Cost of Goods Sold,Inventory Asset,,,,,,,,,kg,cm,
Bose Acoustimass & Lifestyle - Wall Mount Bracket,00307-P-1,Bose Acoustimass & Lifestyle - Wall Mount Bracket,,False,,,,,,,goods,Sales,pcs,Bose Acoustimass & Lifestyle - Wall Mount Bracket,,Inventory,Cost of Goods Sold,Inventory Asset,,,,,,,,,kg,cm,
Bose Lifestyle Satellite Speaker Wall/Ceiling Bracket,00308,Bose Lifestyle Satellite Speaker Wall/Ceiling Bracket,,False,,,,,,,goods,Sales,pcs,Bose Lifestyle Satellite Speaker Wall/Ceiling Bracket,,Inventory,Cost of Goods Sold,Inventory Asset,,,,,,,,,kg,cm,
Bose Lifestyle Satellite Speaker Wall/Ceiling Bracket - Wall/Ceiling bracket Black,00308-P-1-BK,Bose Lifestyle Satellite Speaker Wall/Ceiling Bracket - Wall/Ceiling bracket Black,,False,,,,,,,goods,Sales,pcs,Bose Lifestyle Satellite Speaker Wall/Ceiling Bracket - Wall/Ceiling bracket Black,,Inventory,Cost of Goods Sold,Inventory Asset,,,,,,,,,kg,cm,
