"Includes Amazon Marketplace, Fulfillment by Amazon (FBA), and Amazon Webstore transactions"
"All amounts in CAD, unless specified"
"Definitions:"
"Date/Time: Posted date/time of the transaction"
"Sales tax collected: Includes sales tax collected from buyers for product sales, shipping, and gift wrap."
"Selling fees: Includes variable closing fees and referral fees."
"Other transaction fees: Includes shipping chargebacks and shipping holdbacks."
"Other: Includes non-order transaction amounts. For more details, see the ""Type"" and ""Description"" columns for each order ID."
"Note: Reports with a start date of Jan 1, 2025 or later are indexed by posted date, include both released and deferred transactions and have two new columns. You may need to update integrations or third-party mappings."
"date/time","settlement id","type","order id","sku","description","quantity","marketplace","fulfillment","order city","order state","order postal","tax collection model","product sales","product sales tax","shipping credits","shipping credits tax","gift wrap credits","gift wrap credits tax","Regulatory fee","Tax on regulatory fee","promotional rebates","promotional rebates tax","marketplace withheld tax","selling fees","fba fees","other transaction fees","other","total","Transaction status","Transaction Release Date"
"Apr 27, 2026 2:38:33 a.m. PDT","26293354081","Order","702-3963586-1055430","IY-GO3Y-T1CL","Wall Mount Brackets Black (Pair) for Bose Cinemate Series II Satellite Speakers","1","amazon.ca","Amazon","EDMONTON","Alberta","T5Y3N","","27.34","0","0","0","0","0","0","0","0","0","0","-4.10","-9.79","0","0","13.45","Released","May 7, 2026 1:46:11 a.m. PDT"
"Apr 28, 2026 11:25:59 a.m. PDT","26293354081","Refund","701-4208592-7909838","FJ-YYXV-BKTN","USAV Set of 5 Speaker Cable for Bose Lifestyle Acoustimass System - RCA to Bare Wire","1","amazon.ca","Amazon","Repentigny","Quebec","J6A 5K","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Released","Apr 28, 2026 11:25:59 a.m. PDT"
"Apr 29, 2026 1:44:37 p.m. PDT","26293354081","Transfer","","","To account ending with: 786","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-166.55","-166.55","Released","Apr 29, 2026 1:44:37 p.m. PDT"
"Apr 29, 2026 11:18:27 p.m. PDT","26293354081","Order","702-0694730-3289035","XO-85M2-PWLI","USAV Wall Mount Brackets for White Bose 151 Speaker - Pair","1","amazon.ca","Amazon","Stoney Creek","Ontario","L8G 4A","","35.58","0","0","0","0","0","0","0","0","0","0","-5.34","-10.16","0","0","20.08","Released","May 8, 2026 1:15:08 p.m. PDT"
"Apr 30, 2026 2:39:04 a.m. PDT","26293354081","Order","702-6884482-7491439","NV-E7S6-TME8","Replacement Bose Single Cube Speaker (White) for Bose Lifestyle Acoustimass Home Theater Speaker System","1","amazon.ca","Amazon","Calgary","Alberta","T2G 2P","","130.17","0","0","0","0","0","0","0","0","0","0","-10.41","-14.11","0","0","105.65","Deferred",
"Apr 30, 2026 1:22:57 p.m. PDT","26293354081","Order","701-0271795-9785020","FJ-YYXV-BKTN","USAV Set of 5 Speaker Cable for Bose Lifestyle Acoustimass System - RCA to Bare Wire","1","amazon.ca","Amazon","Haliburton","Ontario","K0M 1S","","90.06","0","0","0","0","0","0","0","0","0","0","-13.51","-14.79","0","0","61.76","Deferred",
"May 1, 2026 3:04:39 a.m. PDT","26293354081","Order","702-5536613-5318661","IY-GO3Y-T1CL","Wall Mount Brackets Black (Pair) for Bose Cinemate Series II Satellite Speakers","1","amazon.ca","Amazon","EDMONTON","Alberta","T5Y3N","","27.34","0","0","0","0","0","0","0","0","0","0","-4.10","-9.79","0","0","13.45","Deferred",
"May 1, 2026 4:53:31 a.m. PDT","26293354081","Refund","702-3963586-1055430","IY-GO3Y-T1CL","Wall Mount Brackets Black (Pair) for Bose Cinemate Series II Satellite Speakers","1","amazon.ca","Amazon","EDMONTON","Alberta","T5Y3N","","-27.34","0","0","0","0","0","0","0","0","0","0","3.28","0","0","0","-24.06","Released","May 6, 2026 8:23:04 p.m. PDT"
"May 1, 2026 10:24:46 p.m. PDT","26293354081","Order","702-3961117-1313800","IY-GO3Y-T1CL","Wall Mount Brackets Black (Pair) for Bose Cinemate Series II Satellite Speakers","1","amazon.ca","Amazon","Cambridge","ON","N3C 2V","","27.34","0","0","0","0","0","0","0","0","0","0","-4.10","-9.79","0","0","13.45","Deferred",
"May 3, 2026 9:19:32 a.m. PDT","26293354081","Order","702-2891752-0006622","FJ-YYXV-BKTN","USAV Set of 5 Speaker Cable for Bose Lifestyle Acoustimass System - RCA to Bare Wire","1","amazon.ca","Amazon","Saint-Jerome","Quebec","J5L 0A","","89.80","0","0","0","0","0","0","0","0","0","0","-13.47","-14.79","0","0","61.54","Deferred",
"May 5, 2026 6:20:23 p.m. PDT","26293354081","Adjustment","","","Other","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12.43","12.43","Released","May 5, 2026 6:20:23 p.m. PDT"
"May 5, 2026 9:33:59 p.m. PDT","26293354081","Adjustment","702-3379664-9530616","QU-0W1L-CCVB","FBA Inventory Reimbursement - Customer Return","1","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","19.41","19.41","Released","May 5, 2026 9:33:59 p.m. PDT"
"May 5, 2026 9:39:36 p.m. PDT","26293354081","Adjustment","702-3379664-9530616","QU-0W1L-CCVB","FBA Inventory Reimbursement - Customer Return","1","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","19.41","19.41","Released","May 5, 2026 9:39:36 p.m. PDT"
"May 6, 2026 12:10:25 a.m. PDT","26293354081","Adjustment","702-3379664-9530616","QU-0W1L-CCVB","FBA Inventory Reimbursement - Customer Return","1","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","19.41","19.41","Released","May 6, 2026 12:10:25 a.m. PDT"
"May 6, 2026 12:34:56 a.m. PDT","26293354081","Adjustment","702-3379664-9530616","QU-0W1L-CCVB","FBA Inventory Reimbursement - Customer Return","1","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","19.41","19.41","Released","May 6, 2026 12:34:56 a.m. PDT"
"May 6, 2026 7:03:18 a.m. PDT","26293354081","Refund","701-0271795-9785020","FJ-YYXV-BKTN","USAV Set of 5 Speaker Cable for Bose Lifestyle Acoustimass System - RCA to Bare Wire","1","amazon.ca","Amazon","Haliburton","Ontario","K0M 1S","","-90.06","0","0","0","0","0","0","0","0","0","0","10.81","0","0","0","-79.25","Deferred",
"May 7, 2026 5:21:44 p.m. PDT","26293354081","FBA Inventory Fee","","","FBA storage fee","","Amazon.ca","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-0.06","-0.06","Released","May 7, 2026 5:21:44 p.m. PDT"
"May 7, 2026 9:27:55 p.m. PDT","26293354081","Order","701-2146291-8552255","QU-0W1L-CCVB","USAV Wall Mount Ceiling Bracket for Bose Jewel Cube Speaker - Pair Black","1","amazon.ca","Amazon","Iron Bound Cove","New Brunswick","E4A 0B","","34.79","0","0","0","0","0","0","0","0","0","0","-5.22","-10.16","0","0","19.41","Deferred",
