Date,FNSKU,ASIN,MSKU,Title,Disposition,Starting Warehouse Balance,In Transit Between Warehouses,Receipts,Customer Shipments,Customer Returns,Vendor Returns,Warehouse Transfer In/Out,Found,Lost,Damaged,Disposed,Other Events,Ending Warehouse Balance,Unknown Events,Location,Store,inventory_sku
6/1/2026,X004A0205P,B0C7B348MY,5U-TN1A-Q7PR,"USAV Bose Wave Music System II III IV AWRCC1, AWRCC2 - OEM Bluetooth Adapter Only",SELLABLE,1,0,0,0,0,0,0,0,0,0,0,0,1,0,PDX9,,00149
6/1/2026,X004A0205P,B0C7B348MY,5U-TN1A-Q7PR,"USAV Bose Wave Music System II III IV AWRCC1, AWRCC2 - OEM Bluetooth Adapter Only",SELLABLE,2,0,0,-1,0,0,0,0,0,0,0,0,1,0,SAT3,,00149
6/1/2026,X004A0205P,B0C7B348MY,5U-TN1A-Q7PR,"USAV Bose Wave Music System II III IV AWRCC1, AWRCC2 - OEM Bluetooth Adapter Only",SELLABLE,1,0,0,0,0,0,0,0,0,0,0,0,1,0,SHV1,,00149
6/1/2026,X004A0205P,B0C7B348MY,5U-TN1A-Q7PR,"USAV Bose Wave Music System II III IV AWRCC1, AWRCC2 - OEM Bluetooth Adapter Only",SELLABLE,1,0,0,0,0,0,0,0,0,0,0,0,1,0,STL8,,00149
6/1/2026,X00506QDFL,B0C7FJZC73,amzn.gr.Q7-QWV1-34DN-yrL8NgKs3lbVUtXh-LN,USAV OEM Bluetooth Adapter for Bose Lifestyle | Bose 321,SELLABLE,1,0,0,0,0,0,0,0,0,0,0,0,1,0,BDL4,,00149
6/1/2026,X00506QDFL,B0C7FJZC73,amzn.gr.Q7-QWV1-34DN-yrL8NgKs3lbVUtXh-LN,USAV OEM Bluetooth Adapter for Bose Lifestyle | Bose 321,SELLABLE,1,0,0,0,0,0,0,0,0,0,0,0,1,0,GRR1,,00149
6/1/2026,X00506QDFL,B0C7FJZC73,amzn.gr.Q7-QWV1-34DN-yrL8NgKs3lbVUtXh-LN,USAV OEM Bluetooth Adapter for Bose Lifestyle | Bose 321,SELLABLE,1,0,0,0,0,0,0,0,0,0,0,0,1,0,PVD2,,00149
6/1/2026,X0050D8QX1,B0C7FJZC73,amzn.gr.Q7-QWV1-34DN-tT0U-qpUrch5h1Nm-LN,USAV OEM Bluetooth Adapter for Bose Lifestyle | Bose 321,SELLABLE,1,0,0,0,0,0,0,0,0,0,0,0,1,0,GRR1,,00149
6/1/2026,X0050KQFIH,B0C7FJZC73,amzn.gr.CZ-G5NU-3JFT-MQOCeEp_5sifbert-LN,USAV OEM Bluetooth Adapter for Bose Lifestyle | Bose 321,SELLABLE,1,0,0,0,0,0,0,0,0,0,0,0,1,0,MTN1,,00149
6/1/2026,X00519P4O3,B0C7FJZC73,amzn.gr.Q7-QWV1-34DN-3umgIXUk5m8F-9S1-LN,USAV OEM Bluetooth Adapter for Bose Lifestyle | Bose 321,SELLABLE,1,0,0,0,0,0,0,0,0,0,0,0,1,0,PVD2,,00149
6/1/2026,X0053I02W1,B0C7FJZC73,amzn.gr.Q7-QWV1-34DN-4aHz4cD-550XEB0E-LN,USAV OEM Bluetooth Adapter for Bose Lifestyle | Bose 321,SELLABLE,1,0,0,0,0,0,0,0,0,0,0,0,1,0,HOU6,,00149
6/1/2026,X0053V4OTP,B0C7FJZC73,amzn.gr.CZ-G5NU-3JFT-vDjc4wfjdROfur55-LN,USAV OEM Bluetooth Adapter for Bose Lifestyle | Bose 321,SELLABLE,1,0,0,0,0,0,0,0,0,0,0,0,1,0,BFL1,,00149
6/1/2026,X00466I2SH,B0C7FJZC73,CZ-G5NU-3JFT,USAV OEM Bluetooth Adapter for Bose Lifestyle | Bose 321,SELLABLE,1,0,0,0,0,0,0,0,0,0,0,0,1,0,ABE2,,00149
6/1/2026,X00466I2SH,B0C7FJZC73,CZ-G5NU-3JFT,USAV OEM Bluetooth Adapter for Bose Lifestyle | Bose 321,SELLABLE,3,0,0,0,0,0,0,0,0,0,0,0,3,0,BDL4,,00149
6/1/2026,X00466I2SH,B0C7FJZC73,CZ-G5NU-3JFT,USAV OEM Bluetooth Adapter for Bose Lifestyle | Bose 321,SELLABLE,6,0,0,0,0,0,0,0,0,0,0,0,6,0,BOS3,,00149
6/1/2026,X00466I2SH,B0C7FJZC73,CZ-G5NU-3JFT,USAV OEM Bluetooth Adapter for Bose Lifestyle | Bose 321,SELLABLE,2,0,0,0,0,0,0,0,0,0,0,0,2,0,DCA1,,00149
